2	-1.551177	0.928936	3.443670
3	0.606178	-7.927122	16.707839
4	3.739691	-1.628371	10.785544
5	-1.813630	0.725664	3.458924
8	4.447786	-6.237764	17.190227
9	-4.486921	-6.486097	15.068062
10	-2.049974	0.785433	3.218095
11	-5.788196	-6.181022	14.589969
12	-0.509331	-1.512311	12.191728
13	-1.559762	-1.915794	12.652228
15	10.066532	-5.793931	19.930405
16	10.265059	-13.066474	24.277950
19	14.409859	-14.204951	24.863994
20	-5.145922	-2.703554	15.257590
21	1.062130	-4.796748	13.841401
24	-6.393995	-8.318381	16.280940
25	-0.535339	-4.331197	15.669757
27	0.304868	-2.040999	12.431213
28	25.488965	-11.780027	29.847172
30	-1.606550	-7.639727	17.466391
31	-0.992055	0.981235	3.875139
32	-7.582550	-7.978426	15.702628
33	-3.138364	-2.793887	13.446442
34	-1.907593	1.082105	3.117270
36	-2.575371	0.134397	3.814580
37	4.596062	-1.014806	10.005600
39	-2.308492	0.482209	3.683233
41	2.320773	-4.815697	15.833345
42	6.554154	-11.053184	24.073837
43	-0.789419	-0.544814	13.671614
44	20.193293	-10.338422	27.867696
47	9.318787	-8.960969	23.979794
49	-0.970691	0.659321	4.081504
51	6.809186	-13.094268	23.674386
52	-3.151256	-0.784297	6.891931
53	7.911773	-1.163153	9.362170
54	0.979419	-3.538731	14.950792
56	-1.431671	0.748754	3.708319
57	-0.051262	-5.617935	14.187788
58	26.715072	-9.777695	29.110898
59	-1.840972	0.053781	4.094784
61	-2.263285	1.008354	3.006916
62	-1.634269	0.555490	3.721102
63	-1.277724	0.277533	3.869385
64	3.157145	0.444894	4.262458
65	16.015679	-12.241158	25.488283
67	-1.580392	1.144384	3.274889
68	0.143449	0.838590	3.104739
69	23.509258	-7.533032	29.349637
70	1.519285	0.914431	3.192704
71	-1.962434	-0.493762	6.292720
73	-2.908541	-1.099416	14.081037
74	17.337132	-15.002341	25.719207
76	-1.253751	-4.121312	12.213730
77	3.366776	-4.441708	15.811902
78	2.606529	0.441778	4.380801
80	-8.841159	-6.117964	13.233871
82	-2.547139	0.470904	3.344665
83	2.205467	-3.208724	16.286640
85	-2.083738	0.345565	3.849368
88	6.774747	-5.447195	18.753292
89	2.457359	-5.955856	15.336515
90	-9.056055	-7.891273	16.071733
92	-2.220751	0.044256	4.102441
93	-9.984978	-3.771549	16.834363
94	-2.483685	1.193544	2.857920
98	1.521690	0.163621	4.712323
99	20.261017	-12.797023	27.479579
100	-3.019771	-5.154450	18.024683
101	-7.044635	-5.619686	14.124857
103	-2.791387	0.711403	3.221908
104	0.846341	0.878755	3.028529
110	-0.830666	0.205695	6.746471
112	2.284406	0.799050	3.576397
117	-1.841483	-1.106025	13.461369
118	-2.524963	-1.972698	13.201143
120	-1.337803	-2.755522	12.732824
121	-0.990900	0.403315	5.040080
124	7.178809	-1.282090	9.809809
125	-8.217157	-4.553018	15.834814
128	-12.295397	-6.106133	15.640688
129	0.451847	-8.445193	15.179321
130	-3.747258	-5.806887	16.059537
131	-3.863612	-9.418520	17.328931
133	17.747683	-7.096189	25.297323
135	-0.495798	0.563951	5.611573
140	1.925563	1.028067	3.020046
141	-1.226720	0.965908	3.680666
142	-6.317463	-3.491055	15.064675
143	-4.018514	0.095607	4.187471
145	1.189197	0.910193	3.122064
146	0.104802	0.428089	3.301171
147	-1.362880	-9.373381	17.186061
149	0.580981	0.983082	3.022816
151	-1.799689	1.293368	3.012413
152	-2.082283	1.324499	3.003136
154	6.895966	-1.489628	11.242481
162	1.185305	1.035711	2.807430
164	-3.053833	-0.421342	4.475856
165	0.857291	1.056274	2.784188
166	2.604252	-0.057575	5.174238
168	2.855151	0.856411	3.382701
169	-2.455546	1.432201	2.862585
176	0.464394	1.091937	2.592633
181	1.357578	1.260912	2.262194
183	-0.574310	0.694734	3.355754
184	-10.743628	-9.873671	16.154203
185	-3.547456	0.006212	4.305958
191	0.786668	1.183608	2.344754
192	4.071578	0.458257	4.400887
193	18.392944	-8.145755	30.798111
194	1.348686	0.624018	3.755747
