2	-1.601291	0.959874	3.577730
3	0.645309	-8.426268	17.756188
4	3.830737	-1.663703	11.026658
5	-1.896028	0.765507	3.640872
8	5.117007	-7.077549	19.544486
9	-5.493670	-7.962582	18.526011
10	-2.122845	0.809902	3.347201
11	-7.169743	-7.643474	18.032515
12	-0.530236	-1.693718	13.637001
13	-1.762855	-2.198825	14.556080
15	11.336097	-6.465081	22.301866
16	10.480118	-13.340589	24.800906
19	14.273707	-14.063523	24.636649
20	-5.713576	-3.007690	16.970332
21	1.235041	-5.459259	15.804098
24	-7.146966	-9.306778	18.211007
25	-0.593287	-4.968300	17.979343
27	0.434961	-2.385601	14.598634
28	24.209763	-11.176030	28.301550
30	-1.689461	-8.051008	18.469962
31	-1.018614	1.010826	3.994157
32	-8.527010	-8.976977	17.658781
33	-3.658389	-3.267366	15.739235
34	-1.985783	1.126432	3.257497
36	-2.724633	0.145103	4.042019
37	4.592958	-1.012543	9.973908
39	-2.325864	0.483472	3.717193
41	2.706593	-5.526599	18.212750
42	6.826298	-11.489842	25.037568
43	-0.818851	-0.577033	14.439992
44	19.971507	-10.200206	27.520818
47	9.487717	-9.102235	24.367485
49	-0.982423	0.677586	4.156074
51	7.128418	-13.709433	24.787443
52	-3.334948	-0.832365	7.304887
53	7.904909	-1.160738	9.343299
54	1.167318	-4.084927	17.338559
56	-1.479980	0.773509	3.851658
57	0.007356	-6.408599	16.173486
58	25.921769	-9.485304	28.188022
59	-1.828148	0.049574	4.079795
61	-2.346814	1.038544	3.125163
62	-1.699167	0.575024	3.872767
63	-1.430197	0.300687	4.384710
64	3.188996	0.452204	4.281680
65	15.716516	-11.991324	25.001304
67	-1.618637	1.172375	3.359888
68	0.145083	0.841408	3.122286
69	22.330940	-7.119749	27.834155
70	1.515053	0.911233	3.195023
71	-1.920321	-0.373568	6.218591
73	-2.524441	-0.887196	12.282564
74	17.402979	-15.052594	25.810141
76	-1.427076	-4.769959	14.215361
77	3.876645	-5.038910	18.008845
78	2.655273	0.450040	4.466152
80	-11.244263	-7.753989	16.775651
82	-2.670260	0.490380	3.510433
83	2.245181	-3.276096	16.459281
85	-2.125086	0.352360	3.931813
88	7.574595	-6.033605	20.819733
89	2.839525	-6.700463	17.250207
90	-10.091051	-8.811306	17.914587
92	-2.214346	0.040836	4.098363
93	-11.645111	-4.405346	19.653886
94	-2.566911	1.232169	2.971902
98	1.548030	0.166299	4.780546
99	19.928404	-12.558062	26.976810
100	-3.202775	-5.547405	19.383795
101	-8.764378	-6.981262	17.535036
103	-2.860537	0.708903	3.297656
104	0.855092	0.883248	3.052185
110	-0.833467	0.196263	6.828204
112	2.274810	0.794428	3.541867
117	-1.982041	-1.197020	14.557996
118	-2.722269	-2.133859	14.277479
120	-1.469233	-3.051987	14.092845
121	-1.020202	0.416629	5.211098
124	7.131719	-1.271389	9.722115
125	-9.288702	-5.167309	17.922159
128	-12.941715	-6.424471	16.438861
129	0.491995	-9.131658	16.412979
130	-4.301575	-6.761787	18.633626
131	-4.229763	-10.311892	18.974818
133	19.362066	-7.673507	27.486680
135	-0.506708	0.582055	5.792167
140	1.869658	0.999288	2.950948
141	-1.251269	0.989573	3.768793
142	-6.986244	-3.855627	16.701271
143	-4.204634	0.099730	4.385937
145	1.203718	0.909950	3.138056
146	0.152952	0.533122	3.693866
147	-1.469781	-10.094730	18.529918
149	0.578454	0.973156	2.970582
151	-1.854106	1.334443	3.109340
152	-2.142055	1.360213	3.089701
154	6.727926	-1.457905	10.930718
162	1.191711	1.035398	2.798802
164	-3.048767	-0.411145	4.469883
165	0.859331	1.044873	2.755042
166	2.639080	-0.058145	5.233848
168	2.814530	0.842539	3.303615
169	-2.515164	1.472058	2.934174
176	0.477110	1.098368	2.595770
181	1.407956	1.289205	2.319742
183	-0.569601	0.704312	3.376753
184	-11.895445	-10.914039	17.903804
185	-3.629541	0.012748	4.411368
191	0.823996	1.212543	2.406977
192	3.932733	0.456460	4.230322
193	17.729964	-7.807006	29.614439
194	1.345675	0.627610	3.709020
196	2.768782	1.030798	3.014984
200	-16.101042	-9.668153	18.678732
202	-1.618892	0.293150	4.015681
204	-1.259651	0.641386	4.095577
207	34.859605	-9.261814	37.248355
208	0.985007	1.445537	1.955581
209	1.136828	1.281582	2.626054
211	-2.424075	-0.293451	4.169402
222	-15.113997	-5.429884	17.317917
223	0.163690	1.287213	2.217325
224	-8.976448	-4.887293	14.332448
225	-0.906318	1.184677	2.393354
226	1.918095	1.351105	2.222524
228	1.209492	1.457596	1.951999
245	1.634871	1.493158	1.904893
249	1.576746	1.401978	2.105770
252	0.615726	1.267786	2.294230
253	-0.373215	1.068558	2.600151
256	-0.208355	1.126826	2.487037
257	0.916097	0.434666	4.743633
258	1.844592	1.139438	2.667297
261	-0.197283	0.670574	3.599604
262	1.799367	-1.075500	8.247906
263	1.273371	1.283670	2.451764
264	-0.240247	1.504554	2.119534
272	0.442625	1.157734	2.497234
273	-1.812152	1.041573	3.433759
278	-3.428561	0.065265	4.111808
283	1.423903	1.589212	1.687107
286	-2.652396	0.987959	3.018519
289	-5.798662	-6.457817	19.948863
290	-0.883997	1.001293	2.823347
300	0.795440	1.534477	1.709066
301	0.026906	1.528056	1.674030
302	-1.171098	1.224546	2.249455
304	0.167527	1.532923	1.655979
305	-1.125031	2.406088	5.596837
307	-1.710596	-0.034015	4.538444
308	-0.678404	0.314435	5.552933
314	-2.114770	0.437935	3.944585
315	1.325714	0.604480	3.730663
318	-4.075398	0.143622	4.358050
321	-0.098466	1.520797	1.735207
322	0.788716	1.643724	1.618331
324	-0.878387	1.176908	2.337161
326	0.581118	1.745988	1.569276
333	1.975704	0.063605	4.973187
334	0.720915	1.680394	1.403635
335	-0.148733	1.621232	1.419230
337	-0.074731	1.416268	1.904840
338	-1.285377	1.312790	2.148203
342	0.819084	1.728446	1.361608
343	-0.297384	1.279897	2.464778
344	0.406027	1.404242	2.048758
345	-2.268441	0.821884	3.146270
347	1.810300	1.236997	2.382901
349	-0.063766	1.580145	1.511830
351	1.174991	1.695938	1.664494
354	0.032394	1.592446	1.453746
357	0.848036	1.051399	2.715851
358	23.838686	-10.965887	27.966528
359	26.789933	-9.754364	29.170992
362	-0.626444	1.226664	2.263212
367	41.378566	-18.479465	40.443978
368	16.188016	-5.108641	26.072899
369	0.539039	1.363741	1.976061
371	0.050080	1.347657	2.071171
376	10.595873	-9.066603	24.505050
382	6.643388	-11.259554	24.496219
384	-2.328307	1.323773	3.074123
385	-5.168309	-3.086504	16.529189
386	6.547347	-1.055177	9.395499
387	8.194382	-8.774410	23.218611
388	-1.550809	-7.068120	16.918912
394	-7.368101	-4.527299	16.185814
401	-9.623702	-8.259571	17.117043
403	17.088321	-8.581217	28.381163
404	12.185745	-11.841519	24.585865
413	-1.174258	0.899668	3.920718
414	19.832441	-10.153366	27.429578
416	15.337066	-11.711442	24.695433
418	-2.360902	-0.267655	4.417473
419	-0.853886	0.307358	6.353665
421	-3.221808	-1.216808	15.041794
424	1.261773	-1.929842	14.043000
427	-2.005497	1.359616	3.060585
429	-0.961732	0.830616	4.290449
432	1.153321	-8.039865	18.486935
433	19.031232	-12.335456	26.380661
436	0.542195	-1.447560	15.010507
439	-2.739146	-2.108224	14.336868
442	-1.459120	1.240049	3.662802
443	9.283324	-12.064740	24.348781
448	-3.369349	0.126257	4.070414
450	-1.611950	1.207454	3.310971
457	0.584728	0.506353	3.851372
467	0.169230	-8.358020	16.517802
470	13.977101	-5.385202	27.595726
471	3.660265	-1.671174	10.858696
472	13.564781	-13.508113	23.776534
476	-7.268325	-1.837844	15.806645
478	8.390895	0.014224	8.828815
483	16.524295	-14.323881	24.718220
484	-4.597838	-1.112921	14.441917
487	21.236533	-15.897957	25.824382
488	-0.361389	0.902564	6.540780
489	-2.288571	0.554871	3.713522
491	10.766370	-13.233840	23.475971
492	-1.387332	-9.597502	19.251176
495	-4.391461	-9.112322	17.926309
499	-1.112070	0.479679	4.494056
502	-4.412377	0.320502	4.622160
505	22.754880	-7.764278	28.281316
506	4.471698	-1.565957	10.613049
